d_spell;f_spell;champion;side;role;assists;damage_objectives;damage_building;damage_turrets;deaths;gold_earned;kills;time_cc;damage_total;damage_taken;total_minions_killed;turret_kills;vision_score;result;clusterIndex
Flash;Teleport;Poppy;Red;Top;0.2857142857142857;0.15555555555555556;0.1003556796182072;0.15555555555555556;0.10526315789473684;0.4132064117293069;0.21739130434782608;0.25252525252525254;0.24809016602499484;0.30614213124901035;0.49382716049382713;0.3333333333333333;0.06666666666666667;1;1
Flash;Ignite;Teemo;Red;Top;0.07142857142857142;0.09077040427154844;0.06114087614245194;0.09077040427154844;0.3157894736842105;0.3206958805186279;0.21739130434782608;0.2828282828282829;0.19995060948702692;0.19459918527155218;0.552469135802469;0.0;0.1851851851851852;0;1
Teleport;Ignite;Qiyana;Red;Top;0.17857142857142855;0.0;0.0;0.0;0.3684210526315789;0.33524809891131896;0.30434782608695654;0.12121212121212122;0.220265494249244;0.20699284593571418;0.5308641975308641;0.0;0.1111111111111111;1;1
Teleport;Flash;Shen;Red;Top;0.17857142857142855;0.0;0.0;0.0;0.2631578947368421;0.09015810492915366;0.0;0.17171717171717174;0.0751970560015546;0.2141037267348966;0.2993827160493827;0.0;0.037037037037037035;0;1
Flash;Heal;Jhin;Blue;Adc;0.6785714285714285;0.4694126620900076;0.26107184127984634;0.4694126620900076;0.3684210526315789;0.680398271240221;0.5652173913043478;0.26262626262626265;0.41709073684977593;0.37352276489470426;0.6728395061728394;0.3333333333333333;0.2740740740740741;1;2
Flash;Ignite;Pyke;Blue;Support;0.3571428571428571;0.0;0.0;0.0;0.6842105263157894;0.2873789594616773;0.21739130434782608;0.17171717171717174;0.025853099659529335;0.27155215845460695;0.06172839506172839;0.0;0.40740740740740744;0;0
Flash;Ignite;Teemo;Blue;Support;0.17857142857142855;0.0;0.031215763960800204;0.0;0.7368421052631579;0.24519940915805022;0.13043478260869565;0.5858585858585859;0.070405771402893;0.3542629298556232;0.07716049382716049;0.0;0.30370370370370375;0;0
Flash;Exhaust;Lux;Blue;Support;0.14285714285714285;0.0;0.0;0.0;0.10526315789473684;0.10016959352262161;0.21739130434782608;0.22222222222222224;0.019806810223026508;0.0;0.04938271604938271;0.0;0.23703703703703702;1;0
Flash;Teleport;Akali;Red;Mid;0.2857142857142857;0.28970251716247136;0.1067188930409857;0.28970251716247136;0.5789473684210527;0.7415066469719351;0.8260869565217391;0.04040404040404041;0.3428733943022781;0.38057606771170704;0.6141975308641975;0.3333333333333333;0.1111111111111111;1;2
Ghost;Smite;Hecarim;Blue;Jungle;0.2857142857142857;0.0;0.17985082466645658;0.0;0.15789473684210525;0.24005689589146018;0.13043478260869565;0.15151515151515152;0.22616401698709776;0.32486936995293;0.04938271604938271;0.0;0.16296296296296298;1;0
Flash;Smite;Viego;Red;Jungle;0.17857142857142855;0.00966183574879227;0.3444539492443684;0.00966183574879227;0.5789473684210527;0.6300672903331692;0.4782608695652174;0.19191919191919193;0.407844185076778;0.5507765830346476;0.16666666666666666;0.0;0.3481481481481482;0;3
Flash;Ignite;Teemo;Red;Mid;0.25;0.27088736333587593;0.13572854291417166;0.27088736333587593;0.3684210526315789;0.3824607473056513;0.21739130434782608;0.37373737373737376;0.21676969851545075;0.1970750385052756;0.5;0.16666666666666666;0.1925925925925926;0;1
Flash;Teleport;Viktor;Red;Mid;0.07142857142857142;0.048868548182049325;0.014422283253042787;0.048868548182049325;0.42105263157894735;0.3256742710213906;0.13043478260869565;0.09090909090909091;0.24126051066551696;0.23275899296109168;0.6419753086419753;0.16666666666666666;0.11851851851851852;0;1
Flash;Barrier;Jhin;Blue;Adc;0.5;0.32204424103737606;0.1373643690063482;0.32204424103737606;0.05263157894736842;0.5314842168608787;0.17391304347826086;0.23232323232323235;0.37958228580913406;0.2648443235306819;0.824074074074074;0.5;0.2666666666666667;1;2
Flash;Teleport;Zoe;Blue;Mid;0.3214285714285714;0.23783371472158657;0.08596341152281903;0.23783371472158657;0.2631578947368421;0.3711909841895071;0.13043478260869565;0.11111111111111112;0.17807101708021103;0.17958572641821768;0.5154320987654321;0.3333333333333333;0.14814814814814814;1;1
Heal;Flash;Jinx;Blue;Adc;0.2857142857142857;0.26427663361301806;0.38300841925172213;0.26427663361301806;0.47368421052631576;0.8474205372285137;0.7826086956521738;0.23232323232323235;0.48761188772969627;0.45770177484130065;0.7499999999999999;0.5;0.2518518518518519;0;2
Ignite;Smite;Talon;Blue;Jungle;0.25;0.08532926519196542;0.37347860669638167;0.08532926519196542;0.2631578947368421;0.4105257399201269;0.30434782608695654;0.04040404040404041;0.3860698511402327;0.3141310762764319;0.10802469135802469;0.16666666666666666;0.0962962962962963;0;3
Flash;Teleport;Graves;Red;Mid;0.14285714285714285;0.03808797355708111;0.011240676541653536;0.03808797355708111;0.42105263157894735;0.17643197111439357;0.08695652173913043;0.07070707070707072;0.12526365222601424;0.20533747894805027;0.3765432098765432;0.0;0.04444444444444444;0;1
Smite;Ghost;Hecarim;Blue;Jungle;0.3571428571428571;0.13638443935926772;0.47610043071751235;0.13638443935926772;0.05263157894736842;0.3850320039389464;0.43478260869565216;0.20202020202020204;0.32598953083061083;0.39494177426552085;0.06790123456790123;0.5;0.13333333333333333;1;3
Teleport;Flash;Zilean;Red;Top;0.5714285714285714;0.0;0.013731934626986629;0.0;0.3157894736842105;0.2894578478034903;0.17391304347826086;0.5353535353535354;0.20137362303703077;0.27034302082883505;0.3919753086419753;0.0;0.23703703703703702;0;0
Teleport;Flash;Graves;Blue;Top;0.10714285714285714;0.1384693618103229;0.0701304158600093;0.1384693618103229;0.47368421052631576;0.4078997756988894;0.30434782608695654;0.15151515151515152;0.2329450915141431;0.30975514963078116;0.5030864197530863;0.16666666666666666;0.16296296296296298;0;1
Flash;Ignite;Nami;Blue;Support;0.75;0.1741673023137554;0.051400957483529186;0.1741673023137554;0.15789473684210525;0.277312763280267;0.21739130434782608;0.2828282828282829;0.03375355753387502;0.07631961537907905;0.033950617283950615;0.16666666666666666;0.2740740740740741;1;0
Heal;Flash;Jhin;Red;Adc;0.6428571428571428;0.3707093821510297;0.19949574535140246;0.3707093821510297;0.15789473684210525;0.6787570436019477;0.4782608695652174;0.3434343434343435;0.44048645606875814;0.19412416691857035;0.7098765432098765;0.3333333333333333;0.1111111111111111;1;2
Flash;Heal;Jhin;Red;Adc;0.2857142857142857;0.23452834986015764;0.22212717422298262;0.23452834986015764;0.10526315789473684;0.5780950817878441;0.2608695652173913;0.26262626262626265;0.4560424434539353;0.16723524924069036;0.691358024691358;0.5;0.1851851851851852;1;2
Smite;Flash;Zed;Blue;Jungle;0.03571428571428571;0.0;0.029114702924977115;0.0;0.3157894736842105;0.2066852672465671;0.30434782608695654;0.020202020202020204;0.12977154863548587;0.20476169912625414;0.05246913580246913;0.0;0.06666666666666667;0;0
Flash;Teleport;Syndra;Blue;Mid;0.07142857142857142;0.01240783117213323;0.008884486665766212;0.01240783117213323;0.3157894736842105;0.3182340390612178;0.21739130434782608;0.23232323232323235;0.21286298990733207;0.18059334110636094;0.5833333333333333;0.0;0.05925925925925926;0;1
Teleport;Ignite;Akali;Red;Mid;0.14285714285714285;0.017543859649122806;0.005177614695421188;0.017543859649122806;0.3157894736842105;0.2931779637835768;0.21739130434782608;0.020202020202020204;0.17697187574642426;0.3670596363950425;0.5246913580246912;0.0;0.13333333333333333;0;1
Teleport;Flash;Zilean;Blue;Top;0.10714285714285714;0.0;0.0;0.0;0.10526315789473684;0.09655889271842005;0.043478260869565216;0.13131313131313133;0.10173028731513982;0.08415022095550662;0.3364197530864197;0.0;0.08148148148148149;1;1
Flash;Exhaust;Jinx;Blue;Adc;0.25;0.608695652173913;0.34454399471733227;0.608695652173913;0.3157894736842105;0.6062147819902621;0.6086956521739131;0.13131313131313133;0.32866957341980724;0.22818154337781235;0.5895061728395061;1.0;0.17037037037037037;1;2
Flash;Exhaust;Sylas;Red;Mid;0.17857142857142855;0.0349860157640478;0.02885957408491288;0.0349860157640478;0.3157894736842105;0.2257235078505389;0.08695652173913043;0.09090909090909091;0.19259263757484488;0.2323127635991997;0.45679012345679004;0.0;0.1111111111111111;0;1
Flash;Cleanse;Aphelios;Red;Adc;0.14285714285714285;0.042512077294685986;0.0425765011330722;0.042512077294685986;0.2631578947368421;0.2842059193610154;0.21739130434782608;0.12121212121212122;0.1961309415370166;0.17296425846756203;0.4537037037037037;0.0;0.13333333333333333;0;1
Teleport;Flash;Zilean;Blue;Top;0.6071428571428571;0.07393846936181032;0.02182101961490553;0.07393846936181032;0.10526315789473684;0.37835767820996774;0.21739130434782608;0.42424242424242425;0.21377792891814537;0.22534582775546633;0.4783950617283951;0.0;0.17777777777777778;1;1
Flash;Smite;LeeSin;Red;Jungle;0.39285714285714285;0.14777523518942282;0.5025137694535741;0.14777523518942282;0.21052631578947367;0.6083483779200176;0.5217391304347826;0.17171717171717174;0.2946751359251208;0.5208936102834276;0.12037037037037038;0.5;0.23703703703703702;1;3
Flash;Smite;LeeSin;Red;Jungle;0.6785714285714285;0.23976608187134502;0.5741749583539688;0.23976608187134502;0.10526315789473684;0.507084632638547;0.21739130434782608;0.19191919191919193;0.3419908425130865;0.5252983259201681;0.046296296296296294;0.16666666666666666;0.2;1;3
Heal;Flash;Lulu;Red;Support;0.10714285714285714;0.023035850495804727;0.012621373793765852;0.023035850495804727;0.15789473684210525;0.011652716231741356;0.0;0.14141414141414144;0.0035119893446040867;0.05570669775877705;0.040123456790123455;0.0;0.2666666666666667;0;0
Flash;Ignite;TwistedFate;Blue;Mid;0.3214285714285714;0.0;0.04910479792295109;0.0;0.42105263157894735;0.41287816620165224;0.21739130434782608;0.4747474747474748;0.19663699187485578;0.29852744310575635;0.5246913580246912;0.0;0.17777777777777778;0;1
Flash;Teleport;Irelia;Blue;Top;0.17857142857142855;0.24988558352402745;0.128870079390092;0.24988558352402745;0.631578947368421;0.6546857049072707;0.21739130434782608;0.17171717171717174;0.42024646675654126;0.5354608397748701;0.8117283950617283;0.3333333333333333;0.17037037037037037;0;2
Flash;Teleport;Ziggs;Red;Adc;0.46428571428571425;0.2928044749555047;0.13883511173142438;0.2928044749555047;0.6842105263157894;0.5287488374637563;0.17391304347826086;0.36363636363636365;0.3916930824943019;0.5103568395445582;0.6419753086419753;0.16666666666666666;0.1925925925925926;0;2
Smite;Flash;LeeSin;Blue;Jungle;0.3214285714285714;0.11380625476735316;0.5138594990470188;0.11380625476735316;0.15789473684210525;0.4150117621314076;0.34782608695652173;0.17171717171717174;0.25491172457906736;0.2935901311338544;0.040123456790123455;0.6666666666666666;0.2;1;3
Flash;Ignite;Riven;Blue;Top;0.10714285714285714;0.20411899313501145;0.07352212867498087;0.20411899313501145;0.15789473684210525;0.46118496635483347;0.17391304347826086;0.29292929292929293;0.31139301488597676;0.33419700306602756;0.7314814814814814;0.0;0.14814814814814814;0;1
Exhaust;Flash;Akshan;Blue;Adc;0.21428571428571427;0.08248156623442664;0.026683475154953253;0.08248156623442664;1.0;0.6083483779200176;0.3913043478260869;0.030303030303030304;0.3960208249835028;0.4470930316247067;0.6296296296296295;0.0;0.2888888888888889;0;1
Flash;Ignite;Leblanc;Red;Mid;0.2857142857142857;0.06046275108060005;0.017844011225668963;0.06046275108060005;0.0;0.19410252201980416;0.2608695652173913;0.17171717171717174;0.11137965515705779;0.06791322998085533;0.34259259259259256;0.0;0.10370370370370371;1;1
Flash;Smite;Graves;Red;Jungle;0.17857142857142855;0.0;0.07464769708702895;0.0;0.3684210526315789;0.5951091416379453;0.43478260869565216;0.29292929292929293;0.47170571351073437;0.43189244432928847;0.30246913580246915;0.0;0.17777777777777778;0;3
Smite;Flash;JarvanIV;Blue;Jungle;0.3214285714285714;0.049783879989829645;0.10475290021460838;0.049783879989829645;0.0;0.18967120739646592;0.13043478260869565;0.09090909090909091;0.16144017877746336;0.11567416619884557;0.027777777777777776;0.0;0.16296296296296298;1;0
Flash;Teleport;Fiora;Red;Top;0.07142857142857142;0.4253750317823544;0.12553839689042967;0.4253750317823544;0.42105263157894735;0.2900049236829148;0.13043478260869565;0.08080808080808081;0.19205015161268124;0.4140864533402427;0.45679012345679004;0.3333333333333333;0.022222222222222223;0;1
Flash;Teleport;Ornn;Blue;Top;0.17857142857142855;0.05634375794558861;0.03912475800279141;0.05634375794558861;0.3684210526315789;0.32551014825756336;0.13043478260869565;0.3434343434343435;0.17980778183967516;0.2809661585409739;0.5586419753086419;0.0;0.08148148148148149;0;1
Flash;Heal;Jhin;Blue;Adc;0.42857142857142855;0.14401220442410373;0.130235769063377;0.14401220442410373;0.2631578947368421;0.45648011379178294;0.2608695652173913;0.20202020202020204;0.29463870030079636;0.23860315815232255;0.6141975308641975;0.16666666666666666;0.11851851851851852;0;1
Flash;Heal;Jhin;Blue;Adc;0.5357142857142857;0.373811339944063;0.3883511173142437;0.373811339944063;0.15789473684210525;0.7434214125499208;0.3913043478260869;0.494949494949495;0.5718631963758699;0.2697960299981287;0.8271604938271604;0.5;0.17037037037037037;1;2
Flash;Ignite;Thresh;Red;Support;0.8571428571428571;0.005746249682176455;0.0165683670253478;0.005746249682176455;0.5263157894736842;0.24235461458504298;0.043478260869565216;0.4646464646464647;0.026873297140613175;0.21354234140864534;0.09259259259259259;0.0;0.3777777777777778;1;0
Ignite;Flash;Pantheon;Red;Support;0.5714285714285714;0.0966183574879227;0.05998529257274924;0.0966183574879227;0.3684210526315789;0.3919798676076372;0.3913043478260869;0.27272727272727276;0.13022294553683844;0.2711779015704395;0.15432098765432098;0.16666666666666666;0.2666666666666667;1;0
Flash;Teleport;Graves;Red;Mid;0.07142857142857142;0.3527587083651157;0.2214968559122357;0.3527587083651157;0.05263157894736842;0.7105968597844521;0.8260869565217391;0.14141414141414144;0.4131617620267924;0.15072476285068592;0.6049382716049382;0.3333333333333333;0.17777777777777778;1;2
Flash;Ignite;Teemo;Red;Top;0.42857142857142855;0.15550470378845666;0.15649903201116563;0.15550470378845666;0.47368421052631576;0.6233382570162482;0.34782608695652173;0.595959595959596;0.4031945945727114;0.35967526018050694;0.595679012345679;0.3333333333333333;0.30370370370370375;0;2
Teleport;Flash;Fiora;Red;Top;0.21428571428571427;0.5587592168827866;0.3182207014542344;0.5587592168827866;0.21052631578947367;0.6102084359100608;0.3913043478260869;0.11111111111111112;0.3310378890008947;0.5038793165493516;0.6820987654320987;0.6666666666666666;0.2814814814814815;1;2
Teleport;Flash;Viktor;Red;Mid;0.0;0.024663107042969742;0.007278675731244279;0.024663107042969742;0.3684210526315789;0.08512500683844848;0.043478260869565216;0.11111111111111112;0.1052523976665007;0.1499042766046264;0.37962962962962965;0.0;0.05925925925925926;0;1
Flash;Smite;Graves;Blue;Jungle;0.25;0.009458428680396643;0.3877958368976333;0.009458428680396643;0.47368421052631576;0.48766343891897806;0.5217391304347826;0.22222222222222224;0.3406062887887584;0.3300801773401851;0.07716049382716049;0.0;0.17037037037037037;0;3
Flash;Smite;Viego;Red;Jungle;0.25;0.17330282227307398;0.6270016358260923;0.17330282227307398;0.10526315789473684;0.5814322446523332;0.3913043478260869;0.11111111111111112;0.4168498568889645;0.2744742410502224;0.11419753086419752;0.0;0.17037037037037037;1;3
Teleport;Flash;TwistedFate;Blue;Mid;0.14285714285714285;0.029392321383168062;0.010610358230906608;0.029392321383168062;0.2631578947368421;0.22085453252366105;0.13043478260869565;0.36363636363636365;0.17360158049641516;0.17025809330512012;0.47530864197530864;0.0;0.08888888888888889;0;1
Flash;Exhaust;Aphelios;Red;Adc;0.14285714285714285;0.3568777015001271;0.3086158510047574;0.3568777015001271;0.3157894736842105;0.5064828491711801;0.08695652173913043;0.11111111111111112;0.31499002068733783;0.23710613061565258;0.7191358024691358;0.5;0.24444444444444444;1;2
Flash;Ignite;Galio;Blue;Support;0.7142857142857142;0.04139333841851004;0.012216169165428541;0.04139333841851004;0.3684210526315789;0.3134744789102249;0.21739130434782608;0.5757575757575758;0.08208541320022186;0.3689165263203351;0.12962962962962962;0.0;0.6;0;0
Smite;Flash;Viego;Red;Jungle;0.21428571428571427;0.0;0.5003526781024418;0.0;0.15789473684210525;0.33634225067016793;0.4782608695652174;0.14141414141414144;0.2790624709021056;0.2616343510241683;0.12037037037037038;0.0;0.1925925925925926;1;3
Flash;Ignite;Lissandra;Red;Mid;0.3571428571428571;0.21891685736079328;0.09357225398826408;0.21891685736079328;0.10526315789473684;0.36544668745555015;0.30434782608695654;0.25252525252525254;0.20028662691135216;0.12197895524751337;0.47530864197530864;0.0;0.14814814814814814;1;1
Heal;Flash;Sivir;Blue;Adc;0.21428571428571427;0.0;0.019269731214263203;0.0;0.3157894736842105;0.4911647245472947;0.13043478260869565;0.0;0.3665929857374773;0.22790804796245914;0.7376543209876543;0.0;0.07407407407407407;0;1
Flash;Exhaust;Karthus;Red;Mid;0.0;0.004424103737604881;0.009859979289541219;0.004424103737604881;0.3157894736842105;0.16127796925433557;0.0;0.13131313131313133;0.19264526680998015;0.10722459731398715;0.5401234567901234;0.0;0.05925925925925926;0;1
Flash;Smite;Viego;Blue;Jungle;0.39285714285714285;0.015560640732265445;0.6855011780949379;0.015560640732265445;0.47368421052631576;0.7482903878767986;0.4782608695652174;0.26262626262626265;0.5091311722959706;0.7191489974233853;0.10493827160493827;0.3333333333333333;0.32592592592592595;0;3
Ignite;Flash;Brand;Red;Support;0.2857142857142857;0.09183829138062548;0.15343748593039486;0.09183829138062548;0.3684210526315789;0.33896821489140544;0.30434782608695654;0.09090909090909091;0.1300002833881892;0.1424335334168214;0.1574074074074074;0.0;0.5037037037037037;1;0
Flash;Teleport;DrMundo;Blue;Top;0.3214285714285714;0.4672260361047546;0.21004607326699984;0.4672260361047546;0.21052631578947367;0.4370589200722141;0.17391304347826086;0.18181818181818182;0.2885802656561854;0.3717810309337709;0.5802469135802468;0.3333333333333333;0.14814814814814814;1;2
Teleport;Flash;Veigar;Red;Mid;0.10714285714285714;0.0;0.0;0.0;0.47368421052631576;0.20602877619125776;0.13043478260869565;0.12121212121212122;0.11882264352599683;0.1725756070878496;0.3271604938271605;0.0;0.04444444444444444;0;1
Heal;Flash;Ashe;Blue;Adc;0.5714285714285714;0.1953216374269006;0.20065132892110515;0.1953216374269006;0.3157894736842105;0.3751299305213633;0.0;0.393939393939394;0.23428106440603863;0.18793453383426179;0.5987654320987654;0.3333333333333333;0.22962962962962966;1;1
Flash;Teleport;Galio;Red;Mid;0.7142857142857142;0.16491228070175437;0.13265198925457355;0.16491228070175437;0.3157894736842105;0.6092236993270967;0.30434782608695654;0.5555555555555556;0.3725056778847906;0.4773934447467288;0.7592592592592592;0.0;0.29629629629629634;0;2
Flash;Heal;Sona;Red;Support;0.17857142857142855;0.09646580218662598;0.049780138970179945;0.09646580218662598;0.21052631578947367;0.17003118332512718;0.08695652173913043;0.11111111111111112;0.02132293703519277;0.10680715694318493;0.046296296296296294;0.0;0.3481481481481482;0;0
Flash;Smite;Nunu;Red;Jungle;0.25;0.0;0.11512313718427807;0.0;0.3157894736842105;0.20783412659335848;0.043478260869565216;0.19191919191919193;0.21307553104922455;0.3679952786054613;0.027777777777777776;0.0;0.1851851851851852;0;0
Smite;Flash;JarvanIV;Red;Jungle;0.0;0.026748029494024918;0.2535680518661924;0.026748029494024918;0.15789473684210525;0.1656545762897314;0.043478260869565216;0.030303030303030304;0.2360826036087462;0.18767543291445352;0.009259259259259259;0.0;0.11851851851851852;0;0
Ignite;Teleport;Jax;Blue;Top;0.25;0.3366386981947623;0.20030615460807707;0.3366386981947623;0.10526315789473684;0.38426609770775205;0.17391304347826086;0.09090909090909091;0.2350462125168515;0.2510256078075744;0.5925925925925926;0.3333333333333333;0.07407407407407407;1;2
Flash;Ignite;Braum;Red;Support;0.5357142857142857;0.012509534706331045;0.00801404709378236;0.012509534706331045;0.15789473684210525;0.21237485639258163;0.043478260869565216;0.30303030303030304;0.038103566237940825;0.17444689150868709;0.11419753086419752;0.0;0.5407407407407407;1;0
Flash;Cleanse;Senna;Red;Adc;0.2857142857142857;0.13246885329265193;0.08504794921435326;0.13246885329265193;0.3157894736842105;0.6590623119426664;0.21739130434782608;0.43434343434343436;0.3154758290116635;0.20159491010637534;0.7191358024691358;0.0;0.14814814814814814;0;1
Flash;Ignite;Rakan;Red;Support;0.39285714285714285;0.023696923468090516;0.00699353173352543;0.023696923468090516;0.15789473684210525;0.0816784287980743;0.08695652173913043;0.26262626262626265;0.012594580808142148;0.035367275553828216;0.033950617283950615;0.0;0.1925925925925926;1;0
Flash;Smite;Zed;Blue;Jungle;0.39285714285714285;0.09458428680396644;0.21640928668977835;0.09458428680396644;0.2631578947368421;0.4641391761037256;0.30434782608695654;0.030303030303030304;0.34177222876714;0.3036230945286522;0.06790123456790123;0.16666666666666666;0.22222222222222224;1;3
Teleport;Flash;Gragas;Blue;Top;0.17857142857142855;0.08497330282227307;0.1028619452823676;0.08497330282227307;0.3684210526315789;0.531046556157339;0.21739130434782608;0.4444444444444445;0.46146527887422023;0.5680499776885319;0.8364197530864197;0.16666666666666666;0.05925925925925926;0;1
Flash;Ignite;Karma;Blue;Support;0.3571428571428571;0.0395118230358505;0.011660888748818155;0.0395118230358505;0.47368421052631576;0.08742272553203129;0.0;0.15151515151515152;0.012633040633817927;0.1296944048595817;0.037037037037037035;0.0;0.2592592592592593;1;0
